stem,class,split,path,n_boxes
crazing_152,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_152.jpg,3
crazing_156,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_156.jpg,3
crazing_163,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_163.jpg,3
crazing_166,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_166.jpg,2
crazing_170,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_170.jpg,2
crazing_172,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_172.jpg,2
crazing_187,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_187.jpg,1
crazing_190,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_190.jpg,4
crazing_199,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_199.jpg,2
crazing_2,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_2.jpg,2
crazing_20,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_20.jpg,3
crazing_201,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_201.jpg,2
crazing_206,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_206.jpg,2
crazing_211,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_211.jpg,3
crazing_220,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_220.jpg,2
crazing_225,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_225.jpg,2
crazing_227,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_227.jpg,3
crazing_231,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_231.jpg,3
crazing_234,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_234.jpg,2
crazing_251,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_251.jpg,3
crazing_254,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_254.jpg,1
crazing_256,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_256.jpg,3
crazing_258,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_258.jpg,2
crazing_261,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_261.jpg,3
crazing_264,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_264.jpg,2
crazing_266,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_266.jpg,2
crazing_273,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_273.jpg,3
crazing_274,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_274.jpg,4
crazing_277,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_277.jpg,2
crazing_292,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_292.jpg,3
crazing_294,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_294.jpg,2
crazing_296,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_296.jpg,2
crazing_299,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_299.jpg,4
crazing_35,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_35.jpg,3
crazing_40,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_40.jpg,2
crazing_61,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_61.jpg,2
crazing_68,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_68.jpg,2
crazing_79,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_79.jpg,2
crazing_80,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_80.jpg,1
crazing_88,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_88.jpg,2
crazing_90,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_90.jpg,1
crazing_92,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_92.jpg,2
crazing_93,crazing,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\crazing\crazing_93.jpg,2
inclusion_102,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_102.jpg,2
inclusion_114,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_114.jpg,6
inclusion_115,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_115.jpg,7
inclusion_117,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_117.jpg,4
inclusion_121,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_121.jpg,3
inclusion_125,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_125.jpg,9
inclusion_127,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_127.jpg,3
inclusion_129,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_129.jpg,4
inclusion_13,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_13.jpg,5
inclusion_130,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_130.jpg,9
inclusion_132,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_132.jpg,1
inclusion_135,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_135.jpg,2
inclusion_136,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_136.jpg,2
inclusion_145,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_145.jpg,3
inclusion_148,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_148.jpg,3
inclusion_154,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_154.jpg,5
inclusion_155,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_155.jpg,3
inclusion_16,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_16.jpg,3
inclusion_164,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_164.jpg,5
inclusion_170,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_170.jpg,1
inclusion_171,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_171.jpg,2
inclusion_18,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_18.jpg,9
inclusion_184,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_184.jpg,1
inclusion_185,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_185.jpg,1
inclusion_187,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_187.jpg,1
inclusion_193,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_193.jpg,3
inclusion_2,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_2.jpg,3
inclusion_207,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_207.jpg,4
inclusion_209,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_209.jpg,2
inclusion_212,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_212.jpg,2
inclusion_215,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_215.jpg,3
inclusion_219,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_219.jpg,2
inclusion_220,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_220.jpg,2
inclusion_222,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_222.jpg,2
inclusion_235,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_235.jpg,1
inclusion_237,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_237.jpg,1
inclusion_243,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_243.jpg,3
inclusion_244,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_244.jpg,3
inclusion_281,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_281.jpg,2
inclusion_285,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_285.jpg,1
inclusion_292,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_292.jpg,7
inclusion_31,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_31.jpg,7
inclusion_4,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_4.jpg,2
inclusion_43,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_43.jpg,8
inclusion_49,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_49.jpg,1
inclusion_50,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_50.jpg,1
inclusion_53,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_53.jpg,1
inclusion_60,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_60.jpg,5
inclusion_63,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_63.jpg,2
inclusion_65,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_65.jpg,3
inclusion_7,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_7.jpg,2
inclusion_71,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_71.jpg,2
inclusion_73,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_73.jpg,2
inclusion_79,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_79.jpg,1
inclusion_82,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_82.jpg,2
inclusion_83,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_83.jpg,3
inclusion_85,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_85.jpg,6
inclusion_9,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_9.jpg,1
inclusion_90,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_90.jpg,1
inclusion_93,inclusion,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\inclusion\inclusion_93.jpg,5
patches_10,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_10.jpg,2
patches_108,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_108.jpg,3
patches_127,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_127.jpg,4
patches_128,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_128.jpg,5
patches_134,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_134.jpg,2
patches_136,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_136.jpg,1
patches_162,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_162.jpg,1
patches_168,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_168.jpg,7
patches_169,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_169.jpg,2
patches_17,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_17.jpg,3
patches_172,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_172.jpg,6
patches_180,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_180.jpg,3
patches_189,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_189.jpg,4
patches_194,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_194.jpg,2
patches_196,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_196.jpg,2
patches_198,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_198.jpg,5
patches_205,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_205.jpg,3
patches_207,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_207.jpg,2
patches_209,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_209.jpg,3
patches_212,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_212.jpg,4
patches_218,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_218.jpg,4
patches_222,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_222.jpg,3
patches_224,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_224.jpg,4
patches_225,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_225.jpg,1
patches_226,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_226.jpg,2
patches_230,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_230.jpg,5
patches_245,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_245.jpg,7
patches_246,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_246.jpg,5
patches_251,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_251.jpg,1
patches_253,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_253.jpg,3
patches_269,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_269.jpg,3
patches_271,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_271.jpg,2
patches_272,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_272.jpg,1
patches_274,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_274.jpg,2
patches_276,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_276.jpg,4
patches_279,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_279.jpg,3
patches_287,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_287.jpg,2
patches_290,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_290.jpg,5
patches_291,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_291.jpg,4
patches_293,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_293.jpg,2
patches_296,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_296.jpg,3
patches_31,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_31.jpg,2
patches_32,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_32.jpg,3
patches_34,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_34.jpg,3
patches_36,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_36.jpg,2
patches_42,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_42.jpg,2
patches_43,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_43.jpg,2
patches_46,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_46.jpg,3
patches_48,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_48.jpg,2
patches_49,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_49.jpg,3
patches_52,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_52.jpg,1
patches_61,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_61.jpg,1
patches_68,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_68.jpg,3
patches_69,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_69.jpg,2
patches_73,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_73.jpg,3
patches_81,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_81.jpg,5
patches_83,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_83.jpg,1
patches_87,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_87.jpg,4
patches_91,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_91.jpg,4
patches_93,patches,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\patches\patches_93.jpg,5
pitted_surface_10,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_10.jpg,1
pitted_surface_113,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_113.jpg,2
pitted_surface_123,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_123.jpg,1
pitted_surface_125,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_125.jpg,2
pitted_surface_126,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_126.jpg,2
pitted_surface_129,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_129.jpg,3
pitted_surface_131,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_131.jpg,1
pitted_surface_132,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_132.jpg,1
pitted_surface_133,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_133.jpg,1
pitted_surface_136,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_136.jpg,1
pitted_surface_138,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_138.jpg,1
pitted_surface_144,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_144.jpg,1
pitted_surface_152,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_152.jpg,1
pitted_surface_153,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_153.jpg,1
pitted_surface_16,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_16.jpg,1
pitted_surface_168,pitted_surface,test,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\NEU-DET\IMAGES\pitted_surface\pitted_surface_168.jpg,2
